serial,description,meter,historical_matches
NO # (NEW TRACKS),1 SET OF TRACKS,N/A,1
NO # (NOT READY),CATERPILLAR 352,N/A,1
NO # (PIPE & FABRIC),PIPE AND FABRIC,N/A,1
NO # (PIPE),PIPE,N/A,3
NO # (PLACO'S TRAILSERS),PLACO'S TRAILSERS,N/A,1
NO # (RENTAL),STEEL PLATES,N/A,1
NO # (STEEL PLATE),8X20 STEEL PLATE,N/A,1
NO # (STEEL PLATES),8X20 STEEL PLATES,N/A,2
NO # (STONE BOX),STONE BOX,N/A,1
NO # (TRACKS),326 TRACKS,N/A,1
NO # FABRIC,ROLL OF FABRIC,N/A,1
NO # LISTED,40' CONTAINER,N/A,2
NO # ON UNIT,SNOW PUSHER,N/A,1
NO # PARTS (CAT 621),PARTS (CATERPILLAR 621),N/A,1
NO # PARTS - BLADE,BLADES,N/A,1
NO # PARTS PALLET,PARTS PALLET,N/A,1
NO # PIPE,3 PCS PIPE,N/A,1
NO # PIPE AND OTHER MISC ITEMS,MISC BEAVERJACK,N/A,1
NO # REAR END,REAR END FOR VOLVO DUMP TRUCK,N/A,1
NO # TIRES,TIRE(ROME SCRAPER PAN),N/A,1
NO # TRACKS,CATERPILLAR D6 TRACKS,N/A,1
NO #'S,PLATE,N/A,3
NO #(D8 TRACKS X 2),D8 TRACKS X 2,N/A,1
NO #(FRESHLY PAINTED),20' CONTAINER,N/A,3
NO #(GOING TO PAINT SHOP),40' CONTAINER,N/A,1
NO #(MATS),CRANE MATS,N/A,3
NO #(MISC ITEMS),"STONE BOX, TRENCH BOX , SPREADER",N/A,1
NO #(MISC STEEL,MISC STEAL,N/A,1
NO #(PIPE),48'PIPE,N/A,1
NO #(SPARE PARTS),CATERPILLAR 621 SCRAPER,8527.0,1
NO #-NEWUNIT,JOHN DEERE 850 DOZER,N/A,1
NO #MATS,MATS,N/A,1
NO NUMBER (8X8 CONCRETE VAULT),8X8 CONCRETE VAULT,N/A,2
NO UNIT #,ON SITE MOVES(CANCLED IN ROUTE DUE TO WEATHER DRIVER ALREADY IN ROUTE),N/A,4
NO#,BASKET,N/A,4
NO# (MATS),CRANE MATS,N/A,3
NO# DOZER TRACKS,DOZER TRACKS,N/A,1
NO# PIPE,2-38' PIPE,N/A,1
NO# WOOD MATS,6X40' CRANE MATS,N/A,1
NOT READY,JOHN DEERE 624 LOADER,N/A,1
NOT RYAN CONTAINERS,ON SITE CONTAINERS (NOT RYAN),N/A,1
NP # (TRAILERS),TRAILERS ON-SITE,N/A,1
Not legible.,"Cannot make out asset number, worn down",N/A,1
OH-DP00358,CAT 349 BH,4330.0,1
OP3R03568,CATERPILLAR 299D3,4.8,1
OXKY05192,CATERPILLAR D3,N/A,1
PARTS NA,PARTS (CAT 374 BH),PARTS NA,1
PC PIPE (2),PC PIPE (2),N/A,1
PF2484825,HOLMES TOW COMP ROLLER,N/A,1
PH09-21250,KOBELCO 55 SRX,674.5,3
PHO9-21250,KOBELCO 55 SRX,712.7,5
PIPE (NO #),PIPE (STEP),N/A,1
PIPE (NO#),50' PIPE,N/A,2
"PIPE NO #(24""X37')","24"" 37'L PIPE",N/A,1
PKG3384,PIONEER PUMP,4837.2,2
PLW0556,CAT 329 LR BH,2108,1
PP25004,"PIONEER PUMP 6"" VAC ASSIST DIESEL",5747.60,1
PP38090,"PIONEER PUMP 6"" VAC ASSIST DIESEL",2047.40,1
PUSH ARMS NO#,PUSH ARM,N/A,1
PXBUSGP300900,JOHN DEERE STD 3.0 CY BKT 624L,N/A,1
PXBUSGP370101,JOHN DEERE STD BUCKET,N/A,2
QE342-10191,SANVIC QE342 SCREEN PLANT,208,1
R5D3483,JOHN DEERE 135,1608.4,1
RA-D00702,CAT D6 DOZER,2386.4,1
RA2030,CAT 305 MINI BUCKET,N/A,1
RA2738,CAT 305 MINI BUCKET,N/A,1
RAIN TANK,TANKER,N/A,1
REAR END VOLVO,NO ITEM#,N/A,1
RENTAL,FRACK TANK,N/A,10
RENTAL (NO SERIAL # OR RYAN #),10X12 MANHOLE BOX,N/A,1
RENTAL 121900,CAT 315,2114.6,1
RENTAL NA01368,CAT 315 2 ' BKT,N/A,1
RENTAL NO #,TRENCH BOX,N/A,1
RENTAL NO SERIAL #,TRENCH BOX,N/A,1
RENTAL NOT READY,CAT 336 EX,N/A,2
RENTAL TT00975,CAT 963 LOADER WITH BUCKET,1733,1
RIC308,ATTACHMENT,N/A,1
RL00155,CAT 329 LONG REACH,2039.1,1
RO-1047,CAT 740 DUMP TRUCK,8355.0,1
RO-2830,CAT 740 DUMP TRUCK,6995.9,2
RTC350410833,BROCE BROOM RTC 350,1965,2
Rental,KOMATSU 490 BH,0043.7,1
S/N:101586082256,2022 BOMAG SINGLE DRUM ROLLER BW211D-5,102.2,1
S/N:1015860850106157,2023 BOMAG BW 211,12.1,1
S/N:1015860850106380,2023 BOMAG BW 211-226-5,6.1,1
S/N:101587291472,2023 BOMAG BW-177 D5,N/A,1
S/N:101587651143,BOMAG BW211PD-5,8,1
S/N:101587651199,2023 BOMAG DW 211D-5,12.6,1
S/N:101587657199,2023 BOMAG BW 211 D-5,25.9,1
S/N:101587831061,BOMAG BW 211 D-5,5.8,1
S625332,VOLVO L90 LOADER,178,1
S649,ARCTIC PLOW SNOW PUSHER,N/A,1
S6927,ARCTIC PLOW SNOW PUSHER,N/A,1
S8575,ARCTIC PLOW SNOW PUSHER,N/A,1
SCRAP,SCRAP,N/A,1
SDT36-038,SIDE DUMP TRAILER,N/A,1
SDT36-042,SIDE DUMP TRAILER,N/A,1
SIDE ARM NO #,SIDE ARMS (D8),N/A,1
SLEU208349,20' CONTAINER,N/A,1
SNLFB105,CATERPILLAR 938M BKT,N/A,1
ST-12,CAT 374 PARTS,N/A,1
STEAL PLATES 8X30X1(NO #),STEAL PLATE 8X30X1,N/A,2
SUE09441,CATERPILLAR 140 GRADER,N/A,1
SW-18047,SANDVICK QE341,2016.0,1
T0-0666,CAT 950,1574.0,1
T0-1090,CAT D8 W/BLADE,7599.9,1
T00666,CAT 950,1581.0,1
T00752354,VOLVO A45G,1208,1
T0850LXCNF416536,JOHN DEERE 850l,13.2,1
T19,CAT 730 DUMP,10728.3,1
T25,CAT 730 DUMP,9756.9,1
THAA01578,ROLLER BLADE,399.0,1
TIRES (NO #),TIRES,N/A,1
TKY208205,CATERPILLAR D5,389.3,1
TOWNSEND,HITACHI 300,TOWNSEND,3
TR00139,53' VAN TRAILER (CLAYCO),N/A,2
TR00139 (CLAYCO),VAN TRAILER ON SITE,N/A,1
TRACK FOR D8,TRACK FOR D8,N/A,1
TRACK NO #,TRACK FOR JOHN DEERE 9570RX,N/A,1
TRACKS,TRACKS (3 SETS),N/A,1
TRACKS FOR D6,TRACKS FOR D6,N/A,1
TRENCHER(RENTAL),SMALL TRENCHER,N/A,1
TXL02678,CATERPILLAR D8T,4173.8,1
U-23-610,TRENCH BOX,N/A,1
U0031,40' CONTAINER,N/A,2
UB-28827,CAT 950,1552.0,1
UE-5619,CAT CP56 ROLLER,2007.0,1
UM186307346,TRENCH BOX,N/A,1
UN00383,CAT 325,4441.7,1
VCE0A1CJC00750017,VOLVO A45J,4,1
VCE0A45G0035214,VOLVO A45G,7142.0,1
VCE220EC00315313,VOLVO EC220 E,35.6,1
VCEC220EC000315313,VOLVO 220 EX,11.3,1
VCEC550EL00310293,2023 VOLVO EC550EL,20.2,1
VCECR145P00314679,VOLVO EC145 EX,1168.3,2
W12340-1-2,ATTACHMENT,N/A,2
W2980,CAT 316 BH,126,1
WDNR15494,TMAX SERVICE TRUCK,N/A,1
WGK0K117EKLA00093,2022 KLEEMAN MC100I EV02,N/A,1
WHEELS NO#,2-825 WHEELS,N/A,1
WINCH NO#,WINCH (D8),N/A,1
WLHZ1513JZK154770,LIEBHERR TA230 TRUCK,179.4,1
X0-0209,SHEEP FOOT ROLLER,2045.0,1
X0-0526,ROLLER,N/A,1
X00661,CATERPILLAR CP56 ROLLER,323.7,1
X00891,CATERPILLAR 323 HY EX,952.0,1
X08390,VOLVO L110,251.0,1
X1-1911,JOHN DEERE 624 LOADER,15.0,1
X1-7580,BUCKET,N/A,1
X10-5098,2001 JOHN DEERE 9400,9231,1
X10-5551,2003 JOHN DEERE 9520,8038.9,1
X10-6188,1994 CATERPILLAR 824C RUB TIRE,27293.6,1
X10-6467,2005 JOHN DEERE 9520,6764.2,4
X10-6644,2006 JOHN DEERE 9520,9071.0,1
X10-6648,2006 JOHN DEERE 9520,7959.5,1
X10-665,2006 JOHN DEERE 9520,8435.3,1
X101507671063,PAD FOOT ROLLER,286.5,1
X101587291472,BOMAG SINGLE DRIM ROLLER BW 177 D-5,29,1
X10158765119,2023 BOMAG BW-211D-5,3.1,1
X3-7073,BUCKET,N/A,2
X4-2796,KOM 490 EX,504.0,1
X7-0752,JOHN DEERE SKID STEER,793.0,1
X8-1561,ROLLER,592.0,2
X8-1680,ROLLER,526.0,2
X8-1726,ROLLER,109.0,1
X8-1860,BOMAG ROLLER,534.0,1
XAA10219,CATERPILLAR 325 (RENTAL),2968,1
XC7 00947,BUCKET,N/A,1
XFLF373696,JOHN DEERE 850 DOZER,929.1,1
XKY00517,CAT D3 DOZER,4.0,1
XX-0061,CAT CP56 ROLLER,295.0,1
XX-0209,CAT CP56 PAD ROLLER,2052.9,1
XX-0343,CAT D6 DOZER,1159.8,1
XX-0358,CAT 349 BH,2082.0,1
XX-0951,JOHN DEERE 350,3050.4,2
XX-1173,CAT D6 LGP,10162.4,1
XX-13040,BUCKET,N/A,1
XX-1404,JOHN DEERE SMOOTH ROLLER,97.0,1
XX-1645,JOHN DEERE TRACK MACHINE,77.3,1
XX-1650,CAT 745 DUMP TRUCK,3847.0,1
XX-1678,BUCKET,N/A,1
XX-1680,BOMAG 211 ROLLER,525.3,1
XX-1915,JOHN DEERE 245 BH,4.6,1
XX-2014,BUCKET,N/A,1
XX-211D,ROLLER,493.3,1
XX-22430,JOHN DEERE 85 MINI BH,4.4,1
XX-2423,VOLVO A45 DUMP TRUCK,3992.0,1
XX-2467,CAT 307 MINI,123.4,1
XX-2472,VOLVO L60 LDR,75.0,1
XX-2707,JD MINI,57.0,2
XX-2933,CAT 815,6876.0,1
XX-4724,HITACHI 50 MINI BH,175.5,1
XX-5109,JOHN DEERE SKID-STEER,7.3,1
XX-5612,ROLLER,N/A,1
XX-6829,305 MINI,426.5,1
XX-7560,BUCKET,N/A,2
XX-7708,HITACHI MINI,203.9,1
XX-8437,JOHN DEERE 624 LOADER (RENTAL),214.7,1
XX-8448,FORKS,N/A,1
XX-8575,KUKUDO SCRAPER,N/A,1
XX-8613,KOKUDO SCRAPER,N/A,1
Y00240,CATERPILLAR MINI,34,1
bucket 87-15021,CAT 316,4418.1,1
c20114,BUCKET,N/A,1
return,TRAILER,return,2
ric 99-12025,30' STEEL PLATE,N/A,1
steel plate. 99-13788,4-30' STEEL PLATES,N/A,1
townsend,MINI EXCAVATOR,townsend,1
